"","set_num","name","year","theme","themeGroup","subtheme","weight","parts","size","boxSize","minifigs","instructionsCount","packagingType","availability","wantedByTotal","avgSellPrice","offersByTotal","USRetailPrice","profit","profitability","age"
"139","1253-1","Shell Race Car Transporter",1999,"Town","Modern day","Shell",144,102,"19 x 9.3 x 5.8 cm",1024.86,1,1,"Box","Promotional",311,14.36,23,6.25,8.11,129.76,19
"140","10683-1","Road Work Truck",2015,"Juniors","Junior","City",345,132,"26.2 x 19 x 6 cm",2986.8,2,2,"Box","Retail",283,26.43,4,19.99,6.44,32.22,3
"141","21002-1","Empire State Building",2009,"Architecture","Model making","Landmark Series",206,77,"14 x 26 x 4.7 cm",1710.8,0,4,"Box","Retail - limited",1467,43.37,38,19.99,23.38,116.96,9
"142","10507-1","My First Train Set",2013,"Duplo","Pre-school","Trains",1256,52,"53.6 x 27.8 x 8.5 cm",12665.68,2,3,"Box","Retail",148,41.56,37,44.99,-3.43,-7.62,5
"143","1254-1","Shell Convenience Store",1999,"Town","Modern day","Shell",342,159,"28.5 x 19 x 4.5 cm",2436.75,3,1,"Box","Promotional",697,40.47,11,13,27.47,211.31,19
"144","30250-1","Ewar's Acro Fighter",2013,"Legends of Chima","Action/Adventure","no subtheme",22.6,33,"13.5 x 13.8 x 1.5 cm",279.45,1,2,"Polybag","Promotional",418,3.38,165,3.99,-0.61,-15.29,5
"145","10829-1","Mickey's Workshop",2016,"Duplo","Pre-school","Mickey Mouse Clubhouse",417,18,"26 x 19 x 9 cm",4446,1,2,"Box","Retail",65,13.24,25,19.99,-6.75,-33.77,2
"146","10170-1","TTX Intermodal Double-Stack Car",2005,"Trains","Modern day","9 V",585,366,"28.7 x 19 x 7.3 cm",3980.69,0,1,"Box","LEGO exclusive",1264,173.03,19,40,133.03,332.58,13
"147","10684-1","Supermarket Suitcase",2015,"Juniors","Junior","Girl",758,134,"28.2 x 26.5 x 6.3 cm",4707.99,2,4,"Other","Retail",382,22.43,17,19.99,2.44,12.21,3
"148","1362-1","Air Boat",2001,"Studios","Modern day","no subtheme",50,24,"9.5 x 14 x 3.5 cm",465.5,1,1,"Box","Retail",321,7.45,10,3,4.45,148.33,17
"149","21003-1","Seattle Space Needle",2009,"Architecture","Model making","Landmark Series",163,57,"14 x 26 x 4.7 cm",1710.8,0,4,"Box","Retail - limited",1545,44.13,39,19.99,24.14,120.76,9
"150","10508-1","Deluxe Train Set",2013,"Duplo","Pre-school","Trains",3380,134,"58 x 47.6 x 12.5 cm",34510,3,3,"Box","Retail",199,95.31,43,109.99,-14.68,-13.35,5
"151","1255-1","Shell Car Wash",1999,"Town","Modern day","Shell",330,137,"28.5 x 19 x 4.5 cm",2436.75,2,1,"Box","Promotional",677,68.79,11,13,55.79,429.15,19
"152","10173-1","Holiday Train",2006,"Advanced Models","Model making","Trains",1630,965,"48 x 28.5 x 10 cm",13680,7,7,"Box","Retail - limited",2440,436.31,21,89.99,346.32,384.84,12
"153","1363-1","Stunt Go-Cart",2001,"Studios","Modern day","no subtheme",48,25,"9.5 x 14 x 3.5 cm",465.5,1,1,"Box","Retail",334,6.91,6,3,3.91,130.33,17
"154","10022-1","Santa Fe Cars - Set II",2002,"Trains","Modern day","9 V",650,411,"28.9 x 19 x 7.3 cm",4008.43,0,3,"Box","LEGO exclusive",1267,254.41,10,35,219.41,626.89,16
"155","21004-1","Solomon Guggenheim Museum",2009,"Architecture","Model making","Architect Series",402,208,"26 x 19.1 x 6 cm",2979.6,0,5,"Box","Retail - limited",1735,112.9,42,39.99,72.91,182.32,9
"156","10685-1","Fire Suitcase",2015,"Juniors","Junior","City",712,113,"28.2 x 26.5 x 6.3 cm",4707.99,2,2,"Other","Retail",209,25.2,5,19.99,5.21,26.06,3
"157","10509-1","Dusty and Chug",2013,"Duplo","Pre-school","Disney Planes",288,16,"26.2 x 13.9 x 9 cm",3277.62,0,0,"Box","Retail",84,32.26,3,14.99,17.27,115.21,5
"158","1256-1","Shell Service Station",1999,"Town","Modern day","Shell",421,144,"34 x 24 x 6 cm",4896,2,1,"Box","Promotional",626,58.11,22,20,38.11,190.55,19
"159","10831-1","My First Caterpillar",2016,"Duplo","Pre-school","no subtheme",329,19,"26 x 14 x 9 cm",3276,0,0,"Box","Retail",27,10.36,22,9.99,0.369999999999999,3.7,2
"160","10174-1","Imperial AT-ST",2006,"Star Wars","Licensed","Ultimate Collector Series",1721,1068,"47.5 x 38 x 6.6 cm",11913,0,3,"Box","{Not specified}",4395,392.81,19,79.99,312.82,391.07,12
"161","2886-1","Formula 1 Racing Car",1997,"Town","Modern day","Racing",30.1,25,"7 x 7 x 4.6 cm",225.4,0,1,"Box","Promotional",202,5.38,17,2,3.38,169,21
"162","1370-1","Raptor Rumble",2001,"Studios","Modern day","Jurassic Park III",345,157,"28 x 19 x 4 cm",2128,3,1,"Box","Retail",564,107.48,5,20,87.48,437.4,17
"163","10686-1","Family House",2015,"Juniors","Junior","Girl",618,226,"28 x 26 x 6 cm",4368,3,2,"Box","Retail",229,25.08,26,29.99,-4.91,-16.37,3
"164","21005-1","Fallingwater",2009,"Architecture","Model making","Architect Series",1244,811,"38.2 x 26.2 x 6.9 cm",6905.796,0,4,"Box","Retail - limited",2518,231.03,31,99.99,131.04,131.05,9
"165","10023-1","Bionicle Master Builder Set",2002,"Bionicle","Constraction","Accessories",266,112,"28.6 x 18.9 x 4.6 cm",2486.484,0,1,"{Not specified}","{Not specified}",513,97.37,3,13,84.37,649,16
"166","10832-1","Birthday Party",2017,"Duplo","Pre-school","no subtheme",284,19,"20.5 x 19 x 7 cm",2726.5,3,0,"{Not specified}","{Not specified}",48,10.14,26,14.99,-4.85,-32.35,1
"167","10175-1","Vader's TIE Advanced",2006,"Star Wars","Licensed","Ultimate Collector Series",2147,1212,"57.2 x 38.1 x 9 cm",19613.88,0,2,"Box","Retail - limited",4905,637.5,9,99.99,537.51,537.56,12
"168","21006-1","The White House",2010,"Architecture","Model making","Landmark Series",695,560,"26.1 x 18.8 x 7 cm",3434.76,0,9,"Box","Retail - limited",1963,69.2,78,49.99,19.21,38.43,8
"169","10024-1","Red Baron",2002,"Advanced Models","Model making","Aircraft",1150,664,"38 x 29 x 7 cm",7714,0,1,"Box","Retail - limited",1350,497.5,6,50,447.5,895,16
"170","1371-1","Spinosaurus Attack",2001,"Studios","Modern day","Jurassic Park III",511,155,"28.5 x 28.5 x 4.5 cm",3655.125,2,1,"Box","Retail",612,148.18,3,35,113.18,323.37,17
"171","10510-1","Ripslinger's Air Race",2013,"Duplo","Pre-school","Disney Planes",534,40,"35.3 x 18.8 x 11.5 cm",7631.86,0,0,"Box","Retail",81,32.42,18,24.99,7.43,29.73,5
"172","10687-1","Spider-Man Hideout",2015,"Juniors","Junior","Marvel Super Heroes",448,137,"28 x 26 x 6 cm",4368,3,2,"Box","Retail",425,26.95,23,29.99,-3.04,-10.14,3
"173","30068-1","Apple",2014,"Duplo","Pre-school","no subtheme",56,6,"17 x 17 x 1 cm",289,0,0,"Polybag","Retail - limited",47,2.51,46,2.2,0.31,14.09,4
"174","10176-1","King's Castle",2006,"Castle","Historical","Knights' Kingdom II",2120,869,"57.15 x 38.1 x 8.89 cm",19357.21935,12,4,"Box","LEGO exclusive",1426,225.55,12,99.99,125.56,125.57,12
"175","21007-1","Rockefeller Center",2011,"Architecture","Model making","Architect Series",367,240,"26 x 19 x 6 cm",2964,0,3,"Box","Retail - limited",1668,100.1,15,39.99,60.11,150.31,7
"176","10025-1","Santa Fe Cars - Set I",2002,"Trains","Modern day","9 V",565,326,"28.9 x 19 x 7.3 cm",4008.43,0,2,"Box","LEGO exclusive",1213,233.26,19,35,198.26,566.46,16
"177","10511-1","Skipper's Flight School",2013,"Duplo","Pre-school","Disney Planes",841,53,"38.2 x 26 x 9 cm",8938.8,0,2,"Box","Retail",101,58,5,39.99,18.01,45.04,5
"178","10692-1","Creative Bricks",2015,"Classic","Basic","no subtheme",429,221,"16.8 x 16.8 x 16.8 cm",4741.632,0,2,"Box","Retail",241,13.71,42,16.99,-3.28,-19.31,3
"179","30070-1","Alien Space Ship",2010,"Toy Story","Licensed","no subtheme",20,29,"13.8 x 16.9 x 1.5 cm",349.83,1,2,"Polybag","Promotional",704,8.14,63,3.99,4.15,104.01,8
"180","10177-1","Boeing 787 Dreamliner",2006,"Advanced Models","Model making","Aircraft",1937,1197,"57.2 x 28.6 x 9.1 cm",14886.872,0,2,"Box","Retail - limited",2134,534.31,21,79.99,454.32,567.97,12
"181","21008-1","Burj Khalifa",2011,"Architecture","Model making","Landmark Series",235,208,"14 x 26 x 4.6 cm",1674.4,0,2,"Box","Retail - limited",1335,60.4,16,24.99,35.41,141.7,7
"182","10026-1","Special Edition Naboo Starfighter",2002,"Star Wars","Licensed","Ultimate Collector Series",448,187,"28.6 x 28.6 x 5.8 cm",4744.168,0,1,"Box","{Not specified}",2964,674.83,19,40,634.83,1587.08,16
"183","1374-1","Green Goblin",2002,"Studios","Modern day","Spider-Man",85,58,"14.3 x 14.3 x 4.7 cm",961.103,2,2,"Box","Retail",569,61.35,15,7,54.35,776.43,16
"184","10693-1","Creative Supplement",2015,"Classic","Basic","no subtheme",502,303,"26 x 19 x 7 cm",3458,0,2,"Box","Retail",267,15.31,57,19.99,-4.68,-23.41,3
"185","1787-1","Crater Cruiser",1995,"Space","Action/Adventure","Unitron",354,183,"24 x 19 x 6 cm",2736,2,0,"Box","Retail - limited",570,85,0,18,67,372.22,23
"186","10513-1","Never Land Hideout",2013,"Duplo","Pre-school","Jake and the Never Land Pirates",537,37,"36 x 19 x 8.6 cm",5882.4,2,2,"Box","Retail",87,24.54,10,24.99,-0.449999999999999,-1.8,5
"187","2141-1","Surge 2.0",2011,"HERO Factory","Constraction","no subtheme",160,30,"11.5 x 18 x 6 cm",1242,0,1,"{Not specified}","{Not specified}",298,42.53,3,7.99,34.54,432.29,7
"188","30474-1","Reindeer",2016,"Creator","Basic","Seasonal",38.3,77,"16.5 x 17.5 cm",5053.125,0,2,"Polybag","Retail - limited",882,6.63,80,3.49,3.14,89.97,2
"189","10178-1","Motorised Walking AT-AT",2007,"Star Wars","Licensed","Episode V",1730,1137,"57 x 38 x 7 cm",15162,4,3,"Box","{Not specified}",5169,439.73,13,129.99,309.74,238.28,11
"190","21009-1","Farnsworth House",2011,"Architecture","Model making","Architect Series",727,546,"26 x 19 x 7 cm",3458,0,2,"Box","Retail - limited",1838,180.07,33,59.99,120.08,200.17,7
"191","10027-1","Train Engine Shed",2003,"World City","Modern day","Trains",1650,664,"48 x 38.5 x 6.8 cm",12566.4,2,1,"Box","LEGO exclusive",2095,400.3,10,70,330.3,471.86,15
"192","1376-1","Spider-Man Action Studio",2002,"Studios","Modern day","Spider-Man",543,248,"28.5 x 28.5 x 6 cm",4873.5,5,1,"Box","Retail",554,82.79,12,30,52.79,175.97,16
"193","10514-1","Jake's Pirate Ship Bucky",2013,"Duplo","Pre-school","Jake and the Never Land Pirates",1103,56,"47.8 x 28 x 11.5 cm",15391.6,2,2,"Box","Retail",116,60.24,5,39.99,20.25,50.64,5
"194","2142-1","Breez 2.0",2011,"HERO Factory","Constraction","no subtheme",160,29,"11.5 x 18 x 6 cm",1242,0,1,"{Not specified}","{Not specified}",316,24.58,5,7.99,16.59,207.63,7
"195","30256-1","Ice Bear Mech",2015,"Legends of Chima","Action/Adventure","Fire vs. Ice",25.7,39,"17.3 x 16.5 x 1.5 cm",428.175,1,2,"Polybag","Retail - limited",428,4.36,52,3.99,0.37,9.27,3
"196","1187-1","Glider",1999,"Castle","Historical","Ninja",27.5,23,"7 x 7 x 4.5 cm",220.5,1,1,"Box","Promotional",523,15.37,3,2,13.37,668.5,19
"197","10179-1","Ultimate Collector's Millennium Falcon",2007,"Star Wars","Licensed","Ultimate Collector Series",10214.9,5197,"64.39 x 47.63 x 19.69 cm",60387.176333,5,1,"Box","LEGO exclusive",9290,2693.12,60,499.99,2193.13,438.63,11
"198","1380-1","Werewolf Ambush",2002,"Studios","Modern day","no subtheme",170,117,"19 x 14 x 4.5 cm",1197,3,1,"Box","Retail",635,50.33,15,10,40.33,403.3,16
"199","10029-1","Lunar Lander",2003,"Discovery","Modern day","no subtheme",748,453,"38.3 x 28.6 x 5.7 cm",6243.666,2,2,"Box","LEGO exclusive",1276,371.2,6,40,331.2,828,15
"200","10515-1","Ariel's Undersea Castle",2013,"Duplo","Pre-school","Disney Princess",622,39,"28 x 25.8 x 9.2 cm",6646.08,1,2,"Box","Retail",108,54.04,2,29.99,24.05,80.19,5
"201","10694-1","Creative Supplement Bright",2015,"Classic","Basic","no subtheme",468,303,"26 x 19 x 7 cm",3458,0,2,"Box","Retail",281,15.52,27,19.99,-4.47,-22.36,3
"202","10181-1","Eiffel Tower",2007,"Advanced Models","Model making","Buildings",4500,3428,"64.77 x 47.75 x 9.14 cm",28267.89495,0,4,"Box","LEGO exclusive",4064,961.89,25,199.99,761.9,380.97,11
"203","150-1","Straight Track",1966,"Trains","Modern day","Supplemental / 4.5V",125,28,"20 x 5 x 5 cm",500,0,0,"{Not specified}","{Not specified}",72,14.69,6,2,12.69,634.5,52
"204","21010-1","Robie House",2011,"Architecture","Model making","Architect Series",2248,2276,"47.5 x 27.2 x 7 cm",9044,0,2,"Box","Retail - limited",2383,430.21,23,199.99,230.22,115.12,7
"205","10030-1","Imperial Star Destroyer",2002,"Star Wars","Licensed","Ultimate Collector Series",9093,3096,"58.8 x 50.5 x 21 cm",62357.4,0,2,"Box","Retail - limited",6492,1396.01,18,269.99,1126.02,417.06,16
"206","1381-1","Vampire's Crypt",2002,"Studios","Modern day","no subtheme",405,176,"28.5 x 19 x 7 cm",3790.5,4,1,"Box","Retail",767,85.91,13,20,65.91,329.55,16
"207","10516-1","Ariel's Magical Boat Ride",2013,"Duplo","Pre-school","Disney Princess",412,30,"26 x 19 x 8.7 cm",4297.8,2,0,"Box","Retail",84,19.55,4,14.99,4.56,30.42,5
"208","294-1","Wall unit",1974,"Homemaker","Vintage themes","no subtheme",126,63,"12.5 x 10 x 5 cm",625,0,0,"Box","Retail",95,38.73,3,1.14,37.59,3297.37,44
"209","10695-1","Creative Building Box",2015,"Classic","Basic","no subtheme",907,580,"22.5 x 18 x 22 cm",8910,0,2,"Box","Retail",283,28.34,5,24.99,3.35,13.41,3
"210","30260-1","Lone Ranger's Pump Car",2013,"The Lone Ranger","Licensed","no subtheme",18,24,"13.9 x 13.9 x 0.8 cm",154.568,1,2,"Polybag","Promotional",966,4.59,82,3.99,0.6,15.04,5
"211","250-3","Aeroplane and pilot",1974,"Building Set with People","Vintage themes","no subtheme",234,90,"20 x 10 x 5 cm",1000,0,0,"Box","Retail",53,58.47,4,1.87,56.6,3026.74,44
"212","10838-1","Pets",2017,"Duplo","Pre-school","no subtheme",150,15,"19.1 x 14.1 x 6.1 cm",1642.791,0,0,"{Not specified}","{Not specified}",70,9.41,23,9.99,-0.58,-5.81,1
"213","10182-1","Cafe Corner",2007,"Advanced Models","Model making","Modular Buildings",2591,2056,"57 x 48 x 10 cm",27360,3,2,"Box","LEGO exclusive",10090,1128.54,38,139.99,988.55,706.16,11
"214","30080-1","Ninja Glider",2011,"Ninjago","Action/Adventure","Pilot Season",18,26,"13.9 x 16.5 x 1.5 cm",344.025,1,3,"Polybag","Promotional",699,8.25,51,3.47,4.78,137.75,7
"215","2144-1","Nex 3.0",2011,"HERO Factory","Constraction","no subtheme",156.5,29,"11.5 x 18 x 6 cm",1242,0,1,"{Not specified}","{Not specified}",319,19.15,4,7.99,11.16,139.67,7
"216","21011-1","Brandenburg Gate",2011,"Architecture","Model making","Landmark Series",448,363,"26 x 18.8 x 6 cm",2932.8,0,3,"Box","Retail - limited",1526,47.13,78,34.99,12.14,34.7,7
"217","1382-1","Scary Laboratory",2002,"Studios","Modern day","no subtheme",900,493,"38 x 28 x 5 cm",5320,6,1,"Box","Retail",853,132.64,7,50,82.64,165.28,16
"218","10696-1","Medium Creative Brick Box",2015,"Classic","Basic","no subtheme",1043,484,"35.6 x 17.8 x 16.8 cm",10645.824,0,2,"Tub","Retail",305,28.88,33,34.99,-6.11,-17.46,3
"219","2504-1","Spinjitzu Dojo",2011,"Ninjago","Action/Adventure","Spinners",645,373,"48 x 28.2 x 6.1 cm",8256.96,3,6,"Box","{Not specified}",1260,63.37,15,49.99,13.38,26.77,7
"220","10183-1","Hobby Trains",2007,"Factory","Miscellaneous","Trains",1570,1080,"48 x 28.5 x 9.3 cm",12722.4,0,2,"Box","LEGO exclusive",1362,307.52,27,100,207.52,207.52,11
"221","30081-1","Skeleton Chopper",2011,"Ninjago","Action/Adventure","Pilot Season",23.4,41,"14 x 16.5 x 1.5 cm",346.5,1,3,"Polybag","Promotional",646,5.84,20,6.68,-0.84,-12.57,7
"222","10037-1","Breezeway Caf<e9>",2002,"Town","Modern day","Shops and Services",399,183,"28.5 x 19 x 7 cm",3790.5,5,1,"Box","LEGO exclusive",755,74,13,23,51,221.74,16
"223","21012-1","Sydney Opera House",2012,"Architecture","Model making","Architect Series",426,270,"25.9 x 19 x 5.8 cm",2854.18,0,2,"Box","Retail - limited",1729,103.65,28,39.99,63.66,159.19,6
"224","10697-1","XXXL Box",2015,"Classic","Basic","no subtheme",2251,1500,"25 x 23 x 37 cm",21275,0,2,"Box","Retail - limited",420,77.23,15,59.99,17.24,28.74,3
"225","1383-1","Curse of the Pharaoh",2002,"Studios","Modern day","no subtheme",98,51,"14.2 x 9.5 x 4.7 cm",634.03,2,1,"Box","Retail",687,32.79,19,4,28.79,719.75,16
"226","295-1","Secretary's desk",1974,"Homemaker","Vintage themes","no subtheme",130,128,"12.5 x 10 x 5 cm",625,0,0,"Box","Retail",105,73.33,3,1.14,72.19,6332.46,44
"227","2505-1","Garmadon's Dark Fortress",2011,"Ninjago","Action/Adventure","Pilot Season",1175,518,"48 x 37.8 x 7.1 cm",12882.24,6,6,"Box","{Not specified}",1284,163.92,10,69.99,93.93,134.2,7
"228","30496-1","U-Wing Fighter",2017,"Star Wars","Licensed","Rogue One",30,55,"17.3 x 16.8 x 1.2 cm",348.768,0,2,"Polybag","{Not specified}",724,4.87,109,3.99,0.88,22.06,1
"229","10522-1","Farm Animals",2014,"Duplo","Pre-school","no subtheme",209,12,"19 x 14 x 9 cm",2394,0,1,"Box","Retail",70,12.83,5,9.99,2.84,28.43,4
"230","10184-1","Town Plan",2008,"Advanced Models","Model making","no subtheme",2888,1981,"65 x 42.5 x 9.3 cm",25691.25,8,2,"Box","Retail - limited",4485,365.54,45,149.99,215.55,143.71,10
"231","30082-1","Ninja Training",2011,"Ninjago","Action/Adventure","Pilot Season",24.1,32,"13.5 x 13 x 2 cm",351,1,2,"Polybag","Promotional",636,7.06,37,3.47,3.59,103.46,7
"232","2145-1","Stormer 3.0",2011,"HERO Factory","Constraction","no subtheme",162.8,31,"11.5 x 18 x 6 cm",1242,0,1,"{Not specified}","{Not specified}",368,12,3,7.99,4.01,50.19,7
"233","21013-1","Big Ben",2012,"Architecture","Model making","Landmark Series",312,346,"14 x 25.9 x 4.65 cm",1686.09,0,4,"Box","Retail - limited",1621,39.61,95,29.99,9.62,32.08,6
"234","10039-1","Black Falcon's Fortress",2002,"Castle","Historical","Black Falcons",708,426,"28.5 x 28.5 x 7 cm",5685.75,6,1,"Box","LEGO exclusive",1019,251.67,8,40,211.67,529.17,16
"235","10698-1","Large Creative Brick Box",2015,"Classic","Basic","no subtheme",1592,790,"36 x 26 x 18 cm",16848,0,2,"Box","Retail",342,42.86,18,59.99,-17.13,-28.55,3
"236","1385-1","Clikits Bracelet",2003,"Clikits","Girls","no subtheme",12,13,"12 x 13.5 x 1 cm",162,0,0,"Polybag","{Not specified}",31,2.49,14,1.99,0.5,25.13,15
"237","2963-1","Extreme Team Racer",1998,"Town","Modern day","Extreme Team",130,84,"19 x 9.4 x 4.7 cm",839.42,1,1,"Box","Promotional",274,14.46,12,6,8.46,141,20
"238","10524-1","Farm Tractor",2014,"Duplo","Pre-school","no subtheme",542,29,"26.2 x 19 x 11.7 cm",5824.26,1,2,"Box","Retail",79,17.87,12,19.99,-2.12,-10.61,4
"239","10185-1","Green Grocer",2008,"Advanced Models","Model making","Modular Buildings",3180,2352,"57 x 48 x 10 cm",27360,4,3,"Box","Retail - limited",9687,928.25,79,149.99,778.26,518.87,10
"240","2506-1","Skull Truck",2011,"Ninjago","Action/Adventure","Pilot Season",954,515,"35.1 x 37.5 x 6.9 cm",9082.125,4,6,"Box","{Not specified}",1011,73.39,22,59.99,13.4,22.34,7
"241","21014-1","Villa Savoye",2012,"Architecture","Model making","Architect Series",1278,660,"38 x 26 x 7 cm",6916,0,2,"Box","Retail - limited",1640,106.24,48,69.99,36.25,51.79,6
"242","10040-1","Black Seas Barracuda",2002,"Pirates","Historical","no subtheme",1814,906,"57.5 x 38.25 x 6.9 cm",15175.6875,8,1,"Box","LEGO exclusive",1381,677.1,3,90,587.1,652.33,16
"243","10699-1","32x32 Sand Baseplate",2015,"Classic","Basic","no subtheme",109,1,"26 x 31 x 0.4 cm",322.4,0,0,"Other","Retail",721,7.11,104,7.99,-0.88,-11.01,3
"244","2507-1","Fire Temple",2011,"Ninjago","Action/Adventure","Pilot Season",2040,1180,"57.9 x 37.8 x 8.3 cm",18165.546,7,8,"Box","Retail",1930,190.87,14,119.99,70.88,59.07,7
"245","10525-1","Big Farm",2014,"Duplo","Pre-school","no subtheme",1851,121,"48 x 37.4 x 10.5 cm",18849.6,2,2,"Box","Retail",111,54.35,21,59.99,-5.64,-9.4,4
"246","10186-1","General Grievous",2008,"Star Wars","Licensed","Ultimate Collector Series",1452,1085,"38.2 x 47.6 x 7 cm",12728.24,0,4,"Box","{Not specified}",2732,218.94,7,89.99,128.95,143.29,10
"247","10845-1","My First Carousel",2017,"Duplo","Pre-school","no subtheme",649,24,"38 x 26 x 7 cm",6916,3,2,"{Not specified}","{Not specified}",52,15,29,24.99,-9.99,-39.98,1
"248","1992-1","Dragsters",1993,"Town","Modern day","Racing",128.61,104,"19.1 x 9.6 x 4.6 cm",843.456,2,0,"Box","Retail - limited",259,15,2,7.75,7.25,93.55,25
"249","21015-1","The Leaning Tower of Pisa",2013,"Architecture","Model making","Landmark Series",476,345,"19 x 26 x 6 cm",2964,0,2,"Box","Retail - limited",1724,64.21,37,34.99,29.22,83.51,5
"250","10700-1","32x32 Green Baseplate",2015,"Classic","Basic","no subtheme",103,1,"26 x 31 x 0.4 cm",322.4,0,0,"Other","Retail",620,6.46,103,7.99,-1.53,-19.15,3
"251","30264-1","Frax' Phoenix Flyer",2014,"Legends of Chima","Action/Adventure","Fire vs. Ice",23,32,"13.5 x 16 x 1 cm",216,1,2,"Polybag","Retail - limited",315,3.52,130,3.99,-0.47,-11.78,4
"252","10526-1","Peter Pan's Visit",2014,"Duplo","Pre-school","Jake and the Never Land Pirates",591,39,"35.4 x 19 x 9 cm",6053.4,2,2,"Box","Retail",91,27.28,4,29.99,-2.71,-9.04,4
"253","2508-1","Blacksmith Shop",2011,"Ninjago","Action/Adventure","Pilot Season",380,189,"28.2 x 26.2 x 4.6 cm",3398.664,2,2,"Box","{Not specified}",1095,75,10,19.99,55.01,275.19,7
"254","10187-1","Volkswagen Beetle",2008,"Advanced Models","Model making","Vehicles",2335,1626,"64.8 x 38 x 6.8 cm",16744.32,0,2,"Box","LEGO exclusive",3021,519.99,33,119.99,400,333.36,10
"255","3050-1","Shanghai Surprise",1999,"Castle","Historical","Ninja",241,104,"19 x 14.2 x 4.7 cm",1268.06,3,1,"Box","Retail",710,47.09,9,12,35.09,292.42,19
"256","10847-1","My First Number Train",2017,"Duplo","Pre-school","no subtheme",527,23,"35 x 19 x 9 cm",5985,2,2,"{Not specified}","{Not specified}",31,16.21,19,19.99,-3.78,-18.91,1
"257","21016-1","Sungnyemun",2012,"Architecture","Model making","Landmark Series",481,325,"26 x 19 x 6 cm",2964,0,2,"Box","Retail - limited",1890,275.75,17,34.99,240.76,688.08,6
"258","10042-1","U.S. Flag",2003,"Bulk Bricks","Basic","Seasonal",22,35,"14 x 14 x 0.5 cm",98,0,2,"Polybag","LEGO exclusive",129,9.49,4,3,6.49,216.33,15
"259","10701-1","48x48 Grey Baseplate",2015,"Classic","Basic","no subtheme",228,1,"38.7 x 44 x 0.4 cm",681.12,0,0,"Other","Retail",680,11.88,71,14.99,-3.11,-20.75,3
"260","30265-1","Worriz' Fire Bike",2014,"Legends of Chima","Action/Adventure","Fire vs. Ice",31,31,"16.5 x 18.5 x 1 cm",305.25,1,2,"Polybag","Promotional",241,3.35,161,4.69,-1.34,-28.57,4
